NF,VALOR NF,PESO,QTD. BOBINAS,TRANSPORTADOR,MODAL,ORIGEM,DESTINO,UF DEST,CONTÊINER,CUSTO TRANSP.,VLR ADICIONAL,VALOR DO FRETE,ADV,BAF,INFRAEST. PEDAGIO,IMPOSTOS,DATA CARREG
194,111626.45,5476.9,65,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,CAAU7921407,0,,,,,,,2026-04-07
195,112445,5682.5,125,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,CAAU7921407,0,,,,,,,2026-04-07
196,184000.5,9055.5,150,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,CAAU7921407,17580.75,,12050,408.07,2618,395,2109.68,2026-04-07
197,55200,2805.6,120,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MSKU1494691,0,,,,,,,2026-04-07
1009,180471.2,16119,240,TODO BRASIL,Rodoviário,Manaus AM,UBERLANDIA,MG,PHA-7956,29000,,29000,,,,,2026-04-06
1010,231898.5,8391,15,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8903624,17094.86,650,11042.7,415.78,2618,395,1973.38,2026-04-07
1014,35523.8,3377.5,37,TODO BRASIL,Rodoviário,Manaus AM,UBERLANDIA,MG,PHA-7956,0,,,,,,,2026-04-06
1017,183878.1,15535.5,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8903624,0,,,,,,,2026-04-07
1018,249256.98,20563,61,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,BSIU8571997,16255.640000000001,,11042.7,249.26,2618,395,1950.68,2026-04-07
198,64767.78,7053.42,66,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRSU8857980,17989.44,545.45,12050,287.71,2618,395,2093.28,2026-04-08
202,222946.09,11701,211,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRSU8857980,0,,,,,,,2026-04-08
1021,257429.34,20131.5,63,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU2796090,16776.280000000002,511.36,11042.7,257.43,2618,395,1951.79,2026-04-09
1022,155275.24,21117.5,11,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8558220,17171.570000000003,1022.73,11042.7,155.28,2618,395,1937.86,2026-04-09
1024,255268.56,20417.5,117,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU6646384,16262.470000000001,,11042.7,255.27,2618,395,1951.5,2026-04-10
1029,294342.5,25204,228,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU8976660,19254.22,2947.36,11042.7,294.34,2618,395,1956.82,2026-04-16
205,477000,26790.5,900,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS, B363,35823.64,,28116.45,2439.21,,969.14,4298.84,2026-04-20
206,357750,20693.5,675,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B297,33047.4,,26283.17,1829.4,,969.14,3965.69,2026-04-20
207,339200,19583,640,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2076591,12971.660000000002,,8988.1,339.2,1766.25,321.51,1556.6,2026-04-22
1039,60212.64,4476.5,27,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2076591,2945.5099999999998,,2054.6,60.21,403.75,73.49,353.46,2026-04-22
208,429300,23779,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4836891,17456.949999999997,,12367.82,429.3,2170,395,2094.83,2026-04-25
209,364500,24140,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3944224,17383.32,,12367.82,364.5,2170,395,2086,2026-04-25
210,262350,14663,495,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,GCXU6344808,9820.81,,6940.54,262.35,1217.76,221.66,1178.5,2026-04-27
1051,147102.48,11466,63,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,GCXU6344808,7613.59,,5427.28,147.1,952.24,173.34,913.63,2026-04-27
211,262350,14658.5,495,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2069078,9832.11,,6948.78,262.35,1219.2,221.93,1179.85,2026-04-27
1052,147102.48,11431.5,63,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2069078,7602.280000000001,,5419.04,147.1,950.8,173.07,912.27,2026-04-27
1050,359583.84,28094,154,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCLU8864189,17377.73,,12367.82,359.58,2170,395,2085.33,2026-04-27
1054,163447.2,12685.5,70,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5406059,8586.359999999999,,6122.73,163.45,1074.27,195.55,1030.36,2026-04-29
212,230550,12939,435,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5406059,8830.480000000001,,6245.09,230.55,1095.73,199.45,1059.66,2026-04-29
1055,358850.45,22871.5,318,ALIANÇA,Cabotagem,Manaus AM,Ribeirão Preto,SP,MRKU3620837,18212.48,,12700,1255.98,1676,395,2185.5,2026-04-29
213,429300,24634.5,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU7211211,17043.32,,12367.82,429.3,1806,395,2045.2,2026-05-13
214,429300,24760.5,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3855092,17043.32,,12367.82,429.3,1806,395,2045.2,2026-05-16
215,429300,24666.5,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU2491790,17434.23,,12367.82,429.3,2150,395,2092.11,2026-05-18
216,429300,24718,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,GCXU6311975,17434.23,,12367.82,429.3,2150,395,2092.11,2026-05-25
217,529200,24448.6,1260,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8442374,17156.84,,12367.82,529.2,1806,395,2058.82,2026-05-05
1060,233648,25449.5,340,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6425082,18184.629999999997,1363.64,12367.82,233.65,1806,395,2018.52,2026-05-04
1062,301048.25,24906.5,285,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6195069,16897.579999999998,,12367.82,301.05,1806,395,2027.71,2026-05-06
1065,279904.75,24011.5,327,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4838976,16873.55,,12367.82,279.9,1806,395,2024.83,2026-05-07
1130,31836.8,2174.36,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4838976,0,,,,,,,2026-05-07
218,205977.6,23891,288,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRKU2316901,18071.57,,13496,205.98,1806,395,2168.59,2026-05-09
1070,269989.98,21898,618,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU7988381,16862.28,,12367.82,269.99,1806,395,2023.47,2026-05-09
219,335488.4,23208.5,542,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,HASU5153740,18218.25,,13496,335,1806,395,2186.25,2026-05-13
1079,250077.6,23019.5,412,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8811111,16839.66,,12367.82,250.08,1806,395,2020.76,2026-05-15
1081,244494,22853.5,306,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1818023,17224.22,,12367.82,244.49,2150,395,2066.91,2026-05-16
1084,14382,1151.71,240,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1818023,0,,,,,,,2026-05-16
1087,267900,23784,444,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4717254,17250.82,,12367.82,267.9,2150,395,2070.1,2026-05-19
1091,337701.38,27054.5,198,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU8466358,17330.14,,12367.82,337.7,2150,395,2079.62,2026-05-20
1090,282350.69,25524,400,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU7906225,17267.24,,12367.82,282.35,2150,395,2072.07,2026-05-20
1092,40278.06,3191.1,46,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU7906225,0,,,,,,,2026-05-20
1093,318300.64,26163.5,341,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5480550,17308.09,,12367.82,318.3,2150,395,2076.97,2026-05-21
1095,390089.91,25445,448,ALIANÇA,Cabotagem,Manaus AM,Ribeirão Preto,SP,MRKU4059994,17592.15,,12700,390.09,1996,395,2111.06,2026-05-22
1096,422568.3,27410,460,ALIANÇA,Cabotagem,Manaus AM,Ribeirão Preto,SP,MRSU4289768,17629.059999999998,,12700,422.57,1996,395,2115.49,2026-05-26
1099,389931.92,25551.5,476,ALIANÇA,Cabotagem,Manaus AM,Ribeirão Preto,SP,MRSU7937592,17591.97,,12700,389.93,1996,395,2111.04,2026-05-26
1101,346741.56,26225.5,99,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU7079862,17340.41,,12367.82,346.74,2150,395,2080.85,2026-05-22
223,286200,16321,540,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU9117078,11080.68,,7849.55,286.2,1364.55,250.7,1329.68,2026-05-27
1104,136124.16,9394.5,101,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU9117078,6345.610000000001,,4518.27,136.12,785.45,144.3,761.47,2026-05-27
1102,350244,26608,100,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CIPU5250627,17835.3,490.91,12367.82,350.24,2150,395,2081.33,2026-05-27
1108,380983.68,26588.5,298,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TRHU4320341,17379.32,,12367.82,380.98,2150,395,2085.52,2026-05-28
1110,368490.02,27104.5,152,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU1345430,17365.129999999997,,12367.82,368.49,2083.82,395,2150,2026-05-28
1113,352197.56,27352.5,409,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5080804,23776.579999999998,163.64,17828.19,352.2,2204,395,2833.55,2026-05-29
1114,396568.32,27641.5,265,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU3023006,23663.359999999997,,17828.19,396.57,2204,395,2839.6,2026-05-29
225,429300,23764.5,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TEMU7853607,23700.559999999998,,17828.19,429.3,2204,395,2844.07,2026-05-29
1115,369248.08,26849,162,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2077392,23795.96,163.64,17828.19,369.25,2204,395,2835.88,2026-05-30
1118,390918.42,26462,183,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3131380,26275.119999999995,2618.18,17828.19,390.92,2204,395,2838.83,2026-05-30
1125,354682.78,24353,429,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4313075,17942.62,531.8199999999999,12367.82,354.68,2204,395,2089.3,2026-06-02
1126,389195.8,25656.5,240,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4545580,17450.02,,12367.82,389.2,2204,395,2094,2026-06-02
231,333900,17614.8,630,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B9-119735,32924.44,,26297.81,1706.44,,969.14,3951.05,2026-06-04
230,477000,26506.5,900,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B9-119637,35480.01,,27814.06,2439.21,,969.14,4257.6,2026-06-04
1133,7820,722,4,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6307106,23669.26,,17828.19,401.76,2204,395,2840.31,2026-06-05
1132,380007.8,25425.5,156,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6307106,0,,,,,,,2026-06-05
1131,13928.6,952,14,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6307106,0,,,,,,,2026-06-05
1134,356260.52,25592,434,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4941048,23617.559999999998,,17828.19,356.26,2204,395,2834.11,2026-06-05
236,286200,15098.4,540,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5712819,12955.69,,9700.64,286.2,1199.24,214.93,1554.68,2026-06-09
1145,141638.95,12650,168,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5712819,11695.210000000001,952,8127.55,141.64,1004.76,180.07,1289.19,2026-06-09
1144,362404.8,25734,288,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4971546,23829.079999999998,204.55,17828.19,362.4,2204,395,2834.94,2026-06-09
237,429300,22164.5,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5391299,24027.829999999998,327.27,17828.19,429.3,2204,395,2844.07,2026-06-11
1148,320288.75,22098.5,459,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TEMU8123650,21203.629999999997,,16005.6,320.29,1978.68,354.62,2544.44,2026-06-11
238,47700,2516.4,90,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TEMU8123650,2427.26,,1822.59,47.7,225.32,40.38,291.27,2026-06-11
1150,333543.86,22504.5,245,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5587321,20525.62,327.27,15221.95,333.54,1881.8,337.26,2423.8,2026-06-12
239,80040,3853.13,75,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5587321,3484.3399999999992,,2606.24,80.04,322.2,57.74,418.12,2026-06-12
1152,387741.12,26222.5,208,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5627281,23653.33,,17828.19,387.74,2204,395,2838.4,2026-06-15
1156,9878.4,614.56,2,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6307106,0,,,,,,,2026-06-05
1159,288950.04,23149.05,342,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4452208,16269.69,490.91,11866.48,288.95,1466.99,262.91,1893.45,2026-06-16
241,41929.25,3211.5,50,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4452208,7809.92,,5961.7,41.93,737.01,132.09,937.19,2026-06-16
243,143100,7836.5,270,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2789993,6991.7,,5244.98,143.1,648.41,116.21,839,2026-06-16
1163,246869.18,18800.5,192,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2789993,16664.16,,12583.21,246.87,1555.59,278.79,1999.7,2026-06-16
242,333900,18849,630,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B070,32925.44,,26297.81,1707.44,,969.14,3951.05,2026-06-16
244,282900,15877.5,650,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,BO43,21173.57,4861,11809.22,1446.65,,515.87,2540.83,2026-06-16
1165,186796.8,13950.5,80,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,BO43,18287.940000000002,,14684.92,955.21,,453.26,2194.55,2026-06-16
245,166950,10000,315,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,BEAU6343072,23451.86,,17828.19,210.45,2204,395,2814.22,2026-06-16
1166,210450.58,16562.5,142,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,BEAU6343072,0,,,,,,,2026-06-16
1168,398088.94,25250,332,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,RS,MSNU8466778,23853.98,,16800,1353.5,1090,1748,2862.48,2026-06-17
1172,21014.64,1594.5,6,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU8544867,0,,,,,,,2026-06-18
1171,317226.2,24686.5,241,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU8544867,23573.199999999997,,17828.19,317.23,2204,395,2828.78,2026-06-18
252,13705.2,1110,18,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU8544867,0,,,,,,,2026-06-18
1170,333680.34,25547,343,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU7669039,22321.58,,16852.54,333.68,2083.39,373.38,2678.59,2026-06-18
251,19415.7,1479,17,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU7669039,1292.3899999999996,,975.65,19.42,120.61,21.62,155.09,2026-06-18
1176,341715.4,26049.5,330,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8591790,23601.031,,17828.19,341.72,2204,395,2832.121,2026-06-19
1180,414956.08,27487.5,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6199909,23684.26,,17828.19,414.96,2204,395,2842.11,2026-06-22
1185,386663.62,27184.64,41,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,BSIU8060298,23652.1,,17828.19,386.66,2204,395,2838.25,2026-06-22
1199,405525.26,27433.5,43,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8937373,23673.549999999996,,17828.19,405.53,2204,395,2840.83,2026-06-26
1200,339509.52,23162.5,36,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6568479,20137.86,,15124.27,339.51,1869.73,395,2409.35,2026-06-26
255,47104.02,4141,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6568479,3574.0899999999997,,2703.92,47.1,334.27,59.91,428.89,2026-06-26
256,381600,21255.5,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B060,33169.36,,26268.54,1951.36,,969.14,3980.32,2026-06-26
257,453150,25192,855,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B412,33767.55,,26429.06,2317.24,,969.14,4052.11,2026-06-26
1203,414956.08,27453.58,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TXGU5263543,23493.35,,17828.19,414.96,2036,395,2819.2,2026-06-27
1214,414956.08,27401.5,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4382823,20963.35,,17828.19,414.96,2036,395,289.2,2026-07-01
1215,413998.8,27329,48,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,FFAU4773803,23492.26,,17828.19,414,2036,395,2819.07,2026-07-01
1218,368935.03,24463.5,41,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4011099,23442.059999999998,,17828.19,369.94,2036,395,2812.93,2026-07-01
258,381600,21192,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B-664 RAA4J73,33169.04,,26268.22,1951.36,,969.14,3980.32,2026-07-02
259,429300,23722,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B-719 RYP4G44,31809.879999999997,,24885.35,2195.28,,912.06,3817.19,2026-07-02
1224,21224.32,1484.5,32,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B-719 RYP4G44,1961.8,,1560.76,108.54,,57.08,235.42,2026-07-02
262,415800,22776,990,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B-755 SDM8547,33344.25,,26247.55,2126.25,,969.14,4001.31,2026-07-27
263,429300,23818.25,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B157 RBN3A55,33413.28,,26239.27,2195.28,,969.14,4009.59,2026-07-27
265,265000,14710.5,500,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2482918,20438.05,,15489.17,384.25,1768.88,343.18,2452.57,2026-07-31
266,119250,6606,225,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2482918,0,,,,,,,2026-07-31
1294,45319.5,3219,27,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2482918,3071.9100000000003,,2339.02,45.32,267.12,51.82,368.63,2026-07-31
264,238500,13396,450,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 003,16678.29,,16678.29,,,,,2026-08-12
1292,94586.13,6684,124,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 003,8321.71,,8321.71,,,,,2026-08-12
267,429300,24090,810,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 004,25000,,25000,,,,,2026-08-12
268,25690.5,2395.5,41,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 009,3191.14,,3191.14,,,,,2026-08-12
1299,263595.5,17051.5,50,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 009,21808.86,,21808.86,,,,,2026-08-12
1298,198194.28,12924.73,23,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 010,12500,,12500,,,,,2026-08-12
1278,189013.34,11238.43,20,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 010,12500,,12500,,,,,2026-08-12
1296,376399.28,25125,157,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,GAOU7130481,23279.08,,17828.19,376.4,1886,395,2793.49,2026-07-31
1297,299228.16,26014.5,144,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2956658,23191.39,,17828.19,299.23,1886,395,2782.97,2026-07-31
1306,290101.19,27621,129,LOG-IN,Cabotagem,Manaus AM,Lauro de Freitas,BA,TRHU7045773 ,11961.76,340.91,8000,986.34,742.01,498,1394.5,2026-08-07
1308,264491.55,23920,494,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,TSG0A95 TRX4A70,25000,,25000,,,,,2026-08-07
1312,357270.75,27083,124,LOG-IN,Cabotagem,Manaus AM,Lauro de Freitas,BA,MSMU4866200,11880.359999999999,,8000,1214.72,742,498,1425.64,2026-08-11
1318,422623.78,27333,49,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,TGBU4419829,21709.22,,15800,1436,1090,778,2605.22,2026-08-12
271,429300,24005,810,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,MSMU5813099,21735.93,,15800,1459.62,1090,778,2608.31,2026-08-12
1325,404595.14,24572,43,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,F11 TSK4D15,25000,,25000,,,,,2026-08-14
1326,353682.25,23827,43,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,F12 TSK4D35,25000,,25000,,,,,2026-08-14
272,214650,11291.4,405,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,SEGU4046626,11771.55,,8611.08,729.81,424.01,594.06,1412.59,2026-08-14
1330,115647.68,9426.56,70,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,SEGU4046626,9581.859999999999,,7188.91,393.2,495.94,353.99,1149.82,2026-08-14
1332,414004.34,26996.5,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2134358,23323.809999999998,,17828.19,414,1888,395,2798.62,2026-08-18
1336,341772.32,27530,458,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4882338,23244.329999999998,,17828.19,345.82,1886,395,2789.32,2026-08-24
1337,4050,300,1,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4882338,0,,,,,,,2026-08-24
1338,390791.53,27597.5,197,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,TGBU7549240,21587.149999999998,,15800,1328.69,1090,778,2590.46,2026-08-26
1342,373125.68,27586,380,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,TCLU8805571,21518.9,,15800,1268.63,1090,778,2582.27,2026-08-26
1345,324750.9,27191.5,198,LOG-IN,Cabotagem,Manaus AM,Carazinho,RS,CAAU8164524,21331.99,,15800,1104.15,1090,778,2559.84,2026-08-27
274,67661.95,4788.5,96,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,14772.829999999998,,10043.46,379.63,2182,395,1772.74,2026-09-11
275,67661.95,4788.5,96,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
276,169154.88,11799.5,120,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
277,49336.84,3193.4,20,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,CASS 1C,0,,,,,,,2026-09-16
279,52094.8,3886,50,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
278,23442.66,1385.5,30,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
280,19535.55,1674,50,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
281,15858.27,1733,30,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
282,26047.4,1935.5,40,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
283,26047.4,2043,50,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
284,35240.6,2523,40,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
285,23442.66,1686.5,30,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
286,63433.08,4384,60,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
287,35240.6,2181,25,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
288,18233.18,1348.5,20,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
289,37002.63,2424.5,30,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU9073848,0,,,,,,,2026-09-16
290,74005.26,5062,70,ALIANÇA,Cabotagem,Manaus AM,ERECHIM,RS,MRSU8143895,0,,,,,,,2026-09-11
1351,270124.42,18054.5,320,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP,MSDU6762960,22839.29,,16799.99,1258.58,1090,950,2740.72,2026-09-08
1352,100046.08,6311,80,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP,MSDU6762960,0,,,,,,,2026-09-08
1353,216099.53,14400.5,265,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP, CAAU5816697,22244.02,,16800,734.74,1090,950,2669.28,2026-09-10
1354,150069.12,9517.5,120,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP, CAAU5816697,0,,,,,,,2026-09-10
1355,229028.36,15460,280,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP,CAIU4838014,22785.18,,16800,1210.96,1090,950,2734.22,2026-09-10
1356,76285.14,5322,146,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP,CAIU4838014,0,,,,,,,2026-09-10
1372,50852.48,4475,70,LOG-IN,Cabotagem,Manaus AM,Ribeirão Preto,SP,CAIU4838014,0,,,,,,,2026-09-10
1374,332296.24,24565,352,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 09 101014,25000,,25000,,,,,2026-09-15
1377,326159.64,24315.5,415,HMB TRANSPORTES,Rodoviário,Manaus AM,Carazinho,RS,FROTA 10 101018,25000,,25000,,,,,2026-09-15
