NF,VALOR NF,PESO,QTD. BOBINAS,TRANSPORTADOR,MODAL,ORIGEM,DESTINO,UF DEST,CONTÊINER,CUSTO TRANSP.,VLR ADICIONAL,VALOR DO FRETE,ADV,BAF,INFRAEST. PEDAGIO,IMPOSTOS,DATA CARREG
3722024,388840.75,25086.5,41,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,1019,27916.61,,27916.61,,,,,2024-10-29
3742024,362756.65,25017.7,45,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU50266332024,24000,,24000,,,,,2024-10-31
3752024,345606.05,23834.9,43,MILLY,Rodoviário,Manaus AM,Carazinho,RS,PONU72884502024,24000,,24000,,,,,2024-10-31
462024,180000,11760,400,MILLY,Rodoviário,Manaus AM,Holambra ,SP,CAXU98001902024,21000,,21000,,,,,2024-10-31
472024,112200,6800,340,MILLY,Rodoviário,Manaus AM,Holambra ,SP,CAXU98001902024,,,,,,,,2024-10-31
482024,108000,4000,200,MILLY,Rodoviário,Manaus AM,Holambra ,SP,CAXU98001902024,,,,,,,,2024-10-31
3782024,358959.1,24755.8,45,MILLY,Rodoviário,Manaus AM,Carazinho,RS,UESU47149822024,24000,,24000,,,,,2024-11-01
3772024,336410.15,23200.7,42,MILLY,Rodoviário,Manaus AM,Carazinho,RS,MSKU80504722024,24000,,24000,,,,,2024-11-01
3802024,336228.9,23188.2,42,MILLY,Rodoviário,Manaus AM,Carazinho,RS,TINU98335362024,24000,,24000,,,,,2024-11-04
3812024,361885.2,24957.6,45,MILLY,Rodoviário,Manaus AM,Carazinho,RS,AMZU83916302024,24000,,24000,,,,,2024-11-04
512024,40500,2646,90,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRA23492024,,,3177.5,,,,,2024-11-05
3862024,316598.35,20425.7,34,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRA23492024,27719.65,,24542.15,,,,,2024-11-05
3842024,282635.52,21396,35,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,OMY31182024,27629.52,,27629.52,,,,,2024-11-05
3852024,48024,3312,7,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,OMY31182024,,,,,,,,2024-11-05
3972024,329996.8,22758.4,53,MILLY,Rodoviário,Manaus AM,Carazinho,RS,CBHU80082052024,24000,,24000,,,,,2024-11-18
3962024,360752.75,24879.5,59,MILLY,Rodoviário,Manaus AM,Carazinho,RS,GVTU50271362024,24000,,24000,,,,,2024-11-18
4002024,34782,2244,4,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,RYS2E032024,,,,,,,,2024-11-19
4012024,295246.1,20361.8,43,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,RYS2E032024,27627.36,,27627.36,,,,,2024-11-19
4032024,386354.55,24926.1,44,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,OOF59312024,27819.39,,27819.39,,,,,2024-11-19
4052024,393433.4,25382.8,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU25556762024,28990.44,12500,16490.44,,,,,2024-11-21
4072024,392549.9,25325.8,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,VSKU00818622024,28989.44,12500,16489.44,,,,,2024-11-22
4092024,386354.55,24926.1,44,MILLY,Rodoviário,Manaus AM,Carazinho,RS,ALMU49147932024,24000,,24000,,,,,2024-11-23
4112024,387620.9,25007.8,40,MERCOSUL LINE,Cabotagem,Manaus AM,Carazinho,RS,TCKU73341302024,27180.31,10227.27,16953.04,,,,,2024-11-25
4132024,184281.95,12709.1,165,MILLY,Rodoviário,Manaus AM,Carazinho,RS,MSKU80797742024,24000,,24000,,,,,2024-11-26
4142024,115943.45,7996.1,196,MILLY,Rodoviário,Manaus AM,Carazinho,RS,MSKU80797742024,0,,,,,,,2024-11-26
4152024,369509.3,25483.4,48,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU69422222024,28963.26,12500,16463.26,,,,,2024-11-26
532024,24799.72,1293.6,44,HCS,Rodoviário,Manaus AM,Boa Vista,RR,HCS00012024,1500,,1500,,,,,2024-11-27
4162024,396455.9,25577.8,41,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU31082452024,28993.89,12500,16493.89,,,,,2024-11-27
4172024,374712.95,24572.5,42,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU45957702024,28969.17,12500,16469.17,,,,,2024-11-28
4182024,338158.32,25142.8,55,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU93600192024,28927.64,12500,16427.64,,,,,2024-11-28
4222024,448639.2,24924.4,1586,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,EJY61252024,30172.99,2141.27,28031.72,,,,,2024-12-02
4232024,324262.8,18014.6,1129,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRL16692024,27827.13,,27827.13,,,,,2024-12-02
4242024,64360.8,3757.6,201,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRL16692024,,,,,,,,2024-12-02
582024,47500,3335,35,TODO BRASIL,Rodoviário,Manaus AM,Serrania,MG,OAB0 01752024,8604.3,,8604.3,,,,,2024-12-11
592024,116008,7236,98,TODO BRASIL,Rodoviário,Manaus AM,Machado,MG,OAB0 01752024,18668.88,,18668.88,,,,,2024-12-11
572024,81124.5,5104,79,TODO BRASIL,Rodoviário,Manaus AM,Carvalhopolis,MG,OAB0 01752024,13168.32,,13168.32,,,,,2024-12-11
562024,26898.65,1333,20,TODO BRASIL,Rodoviário,Manaus AM,Cordislandia,MG,OAB0 01752024,3558.5,,3558.5,,,,,2024-12-11
4392024,334857.2,23093.6,44,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRP61652024,27643.83,,27643.83,,,,,2024-12-16
4402024,365896.2,23986.7,338,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,RYP4G442024,27749.64,,27749.64,,,,,2024-12-16
652024,364500,24659.7,810,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,OMY1C682024,25526.7,,25526.7,,,,,2024-12-18
662024,344250,23370.9,765,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,SDN1G812024,25457.67,,25457.67,,,,,2024-12-18
682024,324000,21983.8,720,ALIANÇA,Cabotagem,Manaus AM,Carazinho,SP,MSKU09827942024,13211.73,,13211.73,,,,,2024-12-18
4442024,2142,2559.4,119,ALIANÇA,Cabotagem,Manaus AM,Carazinho,SP,MSKU09827942024,1497.7,,1497.7,,,,,2024-12-18
4462024,290450.34,26183,1350,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,CAAU72228002024,10866.45,,10866.45,,,,,2024-12-19
4472024,326189.28,25090.2,65,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU61466422024,14709.49,,14709.49,,,,,2024-12-26
4482024,520560.42,25051.5,308,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU43902382024,14930.36,448.86,14481.5,,,,,2024-12-30
70,364500,23814,810,ALIANÇA,Cabotagem,Manaus AM,Holambra ,SP,MSKU0684871,12646.31,,8400,1275.75,1058,395,1517.56,2025-01-13
71,364500,24253.6,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4096236,14734.84,,11067.16,364.5,1140,395,1768.18,2025-01-16
72,362700,23981.6,870,ALIANÇA,Cabotagem,Manaus AM,Holambra ,RS,MRKU5210739,12639.150000000001,,8400,1269.45,1058,395,1516.7,2025-01-17
471,386568,24817.6,87,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4591973,14759.92,,11067.16,386.57,1140,395,1771.19,2025-01-24
73,364500,24147.8,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4273252,14734.84,,11067.16,364.5,1140,395,1768.18,2025-01-24
474,398825.6,24926.6,43,ALIANÇA,Cabotagem,Manaus AM,Leme,SP,GCXU5578381,11649.81,,8400,398.83,1058,395,1397.98,2025-01-24
475,396854.4,24803.4,43,ALIANÇA,Cabotagem,Manaus AM,Leme,SP,MSKU1901204,11647.560000000001,,8400,396.85,1058,395,1397.71,2025-01-24
477,310804.17,26228.2,124,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,MRKU4606031,10933.759999999998,,7364.9,1087.81,774,395,1312.05,2025-01-28
480,397567.5,26483.2,46,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU6062913,14772.42,,11067.16,397.57,1140,395,1772.69,2025-01-28
484,305183.72,25753.9,124,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,HASU4200024,10911.41,,7364.9,1068.14,774,395,1309.37,2025-01-30
483,419853.15,27087.3,47,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1858113,14797.74,,11067.16,419.85,1140,395,1775.73,2025-01-30
487,171351.77,14425.9,16,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU5860362,5340.320000000001,,4011.6,171.35,373.35,143.18,640.84,2025-02-03
75,161100,10945.8,390,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU5860362,9733.1,500,7055.56,161.1,656.65,251.82,1107.97,2025-02-03
491,226000,20000,64,LOG-IN,Cabotagem,Manaus AM,CAMACARI,BA,MSDU5157754,8971.82,,6430,723.2,742,,1076.62,2025-02-06
494,347268.21,30731.7,64,LOG-IN,Cabotagem,Manaus AM,CAMACARI,BA,MSDU7618290,9412.79,,6430,1111.25,742,,1129.54,2025-02-10
496,325284.25,25695.1,513,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,BMOU4190359,14565.27,,11067.16,325.28,1030,395,1747.83,2025-02-13
499,362743.6,25016.8,56,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,1CB342,27756.14,,22336.5,1236.63,,852.27,3330.74,2025-02-14
501,352381.9,23427.8,53,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,2CB342,27703.57,,22325.57,1201.3,,852.27,3324.43,2025-02-14
503,411371.4,26802.4,62,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU9512575,14663.1,,11067.16,411.37,1030,395,1759.57,2025-02-01
504,278622.96,26252.2,72,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8272067 ,14512.25,,11067.16,278.62,1030,395,1741.47,2025-02-19
508,289251.48,26890.8,83,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU5016752,14524.33,,11067.16,289.25,1030,395,1742.92,2025-02-20
509,393394.92,25519.4,61,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3976160,14642.669999999998,,11067.16,393.39,1030,395,1757.12,2025-02-21
512,227382.12,17096.4,1394,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRL557-A,18895.05,,15273.5,775.17,,578.97,2267.41,2025-02-24
76,324000,21168,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRL557-B,27606.81,,22337.18,1104.54,,852.27,3312.82,2025-02-24
77,121500,8070.2,270,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,PRL557-B,8967.539999999999,,7203.03,415.11,,273.3,1076.1,2025-02-24
513,425806.7,27471.4,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU8500594,14679.509999999998,,11067.16,425.81,1030,395,1761.54,2025-02-25
516,420561.5,27133,45,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5214307,14673.55,,11067.16,420.56,1030,395,1760.83,2025-02-26
519,412795.3,27212.6,49,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5626650,14674.949999999999,,11067.16,421.8,1030,395,1760.99,2025-02-27
522,59356.08,4710.8,498,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU7051480,3342.87,,2532.09,59.36,259.91,90.37,401.14,2025-02-28
79,240750,15879,615,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU7051480,11314.25,,8535.07,240.75,876.09,304.63,1357.71,2025-02-28
78,364500,22450,810,ALIANÇA,Cabotagem,Manaus AM,Holambra ,SP,MSKU1530680,11603.98,,8400,364.5,1052,395,1392.48,2025-02-28
525,285180.42,26273.6,112,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,CAAU8387831,14613.16,,11067.16,258.18,1136,395,1756.82,2025-03-06
529,302874.06,27201.2,549,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4623556,14660.26,,11067.16,302.87,1136,395,1759.23,2025-03-07
527,286280.4,27264.8,57,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU7267562 ,14641.41,,11067.16,286.28,1136,395,1756.97,2025-03-07
80,331452.3,27750,690,ALIANÇA,Cabotagem,Manaus AM,Lageado,RS,HASU4610543 ,13857.160000000002,,10331.85,331.45,1136,395,1662.86,2025-03-11
530,275475.09,26630,216,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4032595,14629.14,,11067.16,275.48,1136,395,1755.5,2025-03-12
531,293469.12,27750,66,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4632880,14649.58,,11067.16,293.47,1136,395,1757.95,2025-03-12
535,39865.14,3500,32,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4123305,2107.81,,1594.44,39.86,163.66,56.91,252.94,2025-03-13
81,284145.82,18800,645,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4123305,12576.48,,9472.72,284.15,972.34,338.09,1509.18,2025-03-13
82,303750,19732.4,675,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SEKU4469068,12959.599999999999,,9751.68,303.75,1000.97,348.05,1555.15,2025-03-18
539,28438.2,2708.4,7,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SEKU4469068,1734.7,,1315.48,28.44,135.03,46.95,208.8,2025-03-18
543,389764.24,27253.4,238,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2113139,14759,,11067.16,389.76,1136,395,1771.08,2025-03-25
544,294352.55,22004.3,103,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3573057 ,14650.58,,11067.16,294.35,1136,395,1758.07,2025-03-26
545,409223.9,26805.8,70,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,SUDU6875117,14781.109999999999,,11067.16,409.22,1136,395,1773.73,2025-03-28
546,304561.25,23296.5,67,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MIEU0054783,14662.18,,11067.16,304.56,1136,395,1759.46,2025-03-28
547,403978.2,26746,47,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4698914,14775.16,,11067.16,403.98,1136,395,1773.02,2025-04-02
548,308329.4,22350,134,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU6891505,14666.47,,11067.16,308.33,1136,395,1759.98,2025-04-02
549,314790.04,24267.4,166,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4325271,14673.810000000001,,11067.16,314.79,1136,395,1760.86,2025-04-02
552,293168.4,27920.8,63,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,UETU7315070,14649.24,,11067.16,293.17,1136,395,1757.91,2025-04-11
557,283647,27014,58,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3424074,14638.42,,11067.16,283.65,1136,395,1756.61,2025-04-16
558,424844.15,27409.3,49,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU4207013,14798.86,,11067.16,424.84,1136,395,1775.86,2025-04-22
83,19800,1300,60,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU6866945,0.1,,,,,,,2025-02-28
559,421144.3,27170.6,46,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU6866945,14794.66,,11067.16,421.14,1136,395,1775.36,2025-04-23
560,369767.07,26025.49,73,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1149587,14736.28,,11067.16,369.77,1136,395,1768.35,2025-04-24
84,19350,1229,43,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3585905,832.6099999999999,,626.66,19.35,64.32,22.37,99.91,2025-04-30
568,343606.6,20593.3,101,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3585905,13895.93,,10440.5,343.61,1071.68,372.63,1667.51,2025-04-30
85,110160,12438,265,ALIANÇA,Cabotagem,Manaus AM,Anta Gorda,RS,MRKU2654719,6774.66,,5073.84,110.16,577.05,200.65,812.96,2025-04-30
86,66393.5,7502.6,167,ALIANÇA,Cabotagem,Manaus AM,Guarapuava,PR,MRKU2654719,4497.610000000001,409.09,3062.15,66.4,348.26,121.09,490.62,2025-04-30
87,42075,4539.6,100,ALIANÇA,Cabotagem,Manaus AM,Curitibanos,SC,MRKU2654719,2475.6000000000004,,1852.5,42.08,210.69,73.26,297.07,2025-04-30
575,394698.7,27220.7,74,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU4861180,14682.800000000001,,11067.16,394.7,1064,395,1761.94,2025-05-07
576,391111.41,26973.2,75,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3213235 ,14678.720000000001,,11067.16,391.11,1064,395,1761.45,2025-05-07
579,361311,24918,54,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,EJY3948,30539.77,,24086.48,1847.61,,940.91,3664.77,2025-05-08
581,332612.6,22938.8,49,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,QZS9E18,30393.03,,24104.1,1700.86,,940.91,3647.16,2025-05-08
587,305018.48,21653,227,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU6617341,14580.89,,11067.16,305.02,1064,395,1749.71,2025-05-09
591,201912,16444.2,283,ALIANÇA,Cabotagem,Manaus AM,LEME,SP,UETU6952807,11438.92,,8400,219.25,1052,395,1372.67,2025-04-11
592,433643.5,27977,50,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRSU7192112,14727.05,,11067.16,433.64,1064,395,1767.25,2025-05-13
594,388978.7,25095.4,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU6570444,14676.3,,11067.16,388.98,1064,395,1761.16,2025-05-23
598,403744,26048,50,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MSKU1345229,14693.07,,11067.16,403.74,1064,395,1763.17,2025-05-28
599,401946,25932,43,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU4586697,14691.03,,11067.16,401.95,1064,395,1762.92,2025-05-28
600,358962.5,25195,143,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,HASU5027633,14642.179999999998,,11067.16,358.96,1064,395,1757.06,2025-05-28
613,344658,22236,41,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B924X,30454.62,,24096.7,1762.46,,940.91,3654.55,2025-06-09
90,325800,24112,840,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B663,30358.18,,24108.27,1666.02,,940.91,3642.98,2025-06-10
616,140662.5,9075,15,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B202,11459.599999999999,,9012.94,719.3,,352.21,1375.15,2025-06-12
91,207900,14926.4,495,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B202,19014.99,,15081.36,1063.13,,588.7,2281.8,2025-06-12
617,353471.3,22804.6,38,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B759,30499.68,,24091.29,1807.52,,940.91,3659.96,2025-06-12
624,385407.5,24865,44,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B883,30662.989999999998,,24071.69,1970.83,,940.91,3679.56,2025-06-17
625,352600.2,22748.4,40,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B870,30495.22,,24091.82,1803.06,,940.91,3659.43,2025-06-17
626,340007.4,22745.2,43,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B994,30430.83,,24099.55,1738.67,,940.91,3651.7,2025-06-20
627,365125.4,24550.8,48,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B911,30559.28,,24084.14,1867.12,,940.91,3667.11,2025-06-20
632,373599.83,26408.6,79,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2989245,14540.64,,11067.16,373.6,960,395,1744.88,2025-06-25
93,324000,20870.3,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B605,30348.97,,24109.37,1656.81,,940.91,3641.88,2025-06-30
94,364500,23019,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B384,30528.670000000002,,24084.52,1861.36,,940.91,3641.88,2025-06-30
95,324000,20870,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B459,30348.97,,24109.37,1656.81,,940.91,3641.88,2025-07-04
96,364500,23019,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B232,30556.08,,24084.52,1863.92,,940.91,3666.73,2025-07-04
97,324000,20566,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B737,30348.97,,24109.37,1656.81,,940.91,3641.88,2025-07-09
98,364500,23138.1,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B225,30556.08,,24084.52,1863.92,,940.91,3666.73,2025-07-09
99,364500,21915,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B821,30556.08,,24084.52,1863.92,,940.91,3666.73,2025-07-14
100,324000,20466.5,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B725,30348.97,,24109.37,1656.81,,940.91,3641.88,2025-07-14
101,364500,22421,810,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU8555187,14530.3,,11067.16,364.5,960,395,1743.64,2025-07-17
654,74318.75,5801,195,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2465356,3730.2200000000003,,2858.31,74.32,247.94,102.02,447.63,2025-07-18
102,263250,16795,585,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2465356,10759.48,,8208.85,263.25,712.06,282.98,1292.34,2025-07-18
668,219000,16611,750,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU1054774,14677.76,,11288.5,254.93,978,395,1761.33,2025-08-14
669,35925.12,2806,36,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCNU1054774,0.1,,,,,,,2025-08-14
670,72576,5701,80,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2781879,14667.05,,11288.5,245.5,978,395,1760.05,2025-08-14
671,159700,11464.5,580,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2781879,0.1,,,,,,,2025-08-14
672,13224.8,1084,90,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU2781879,0.1,,,,,,,2025-08-14
103,269121.45,22860,810,LOG-IN,Exportação,Manaus AM,Montevidéu,UY,MSBU5161700,1300,,1300,,,,,2025-08-15
676,32287.45,2686,120,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5359430,14617.59,,11288.5,201.98,978,395,1754.11,2025-08-21
677,52500,4980.5,44,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5359430,0.1,,,,,,,2025-08-21
678,117193.45,11400,416,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5359430,0.1,,,,,,,2025-08-21
106,364500,24044,855,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B073,30556.079999999998,,24084.52,1863.9199999999998,,940.91,3666.73,2025-09-10
105,364500,20620,720,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B654,30556.079999999998,,24084.52,1863.9199999999998,,940.91,3666.73,2025-09-10
104,364500,24861.5,855,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B323_487595,29269.25,,22994.31,1863.9199999999998,,898.71,3512.31,2025-09-16
702,12696,1065,4,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B323_487595,1351.7500000000002,,1082.42,64.92,,42.2,162.21,2025-09-16
110,324000,20874.01,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B645_487596,30348.97,,24109.37,1656.8100000000002,,940.91,3641.88,2025-09-16
684,276543,24319,193,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B922,30106.300000000003,,24138.49,1414.14,,940.91,3612.76,2025-09-01
107,38250,2206.6,85,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B057,3848.54,,3071.33,195.6,,119.79,461.82,2025-09-01
685,190440,16050,60,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B057,26013.059999999998,,21096.53,973.84,,821.12,3121.57,2025-09-01
687,221661.32,19124.1,174,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5291710,14639.95,,11288.5,221.66,978,395,1756.79,2025-09-02
111,380000,24623.95,400,TODO BRASIL,Rodoviário,Manaus AM,Balsas,MA,OAB0175,20000,,20000,,,,,2025-09-24
688,151022.32,12744.5,62,ALIANÇA,Cabotagem,Manaus AM,Lauro de Freitas,BA,MSKU1654531,9739.68,,7364.9,151.02,660,395,1168.76,2025-09-03
108,190312.5,17676.5,609,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B924,23677.96,,19118.85,973.19,,744.56,2841.36,2025-09-08
693,42763.2,4414,19,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B924,6206.060000000001,,5046.31,218.67,,196.35,744.73,2025-09-08
109,253125,23813.5,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B122,29986.54,,24152.87,1294.38,,940.91,3598.38,2025-09-08
700,257703.55,20737.69,107,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,TCKU6965300,14680.91,,11288.5,257.7,978,395,1761.71,2025-09-16
704,244190.6,19496.5,291,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3630096,14665.560000000001,,11288.5,244.19,978,395,1759.87,2025-09-18
713,86432.4,7644,51,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5782797,14206.970000000001,,11042.7,86.43,978,395,1704.84,2025-09-24
113,238200,15445.9,640,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU5782797,0,,,,,,,2025-09-24
117,262861.2,23460,810,LOG-IN,Exportação,Manaus AM,Montevidéu,UY,GESU5043782,1390,,1390,,,,,2025-10-03
118,324000,19440,720,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,B077,27951.58,,21874.22,1656.81,,1066.36,3354.19,2025-10-07
119,405340.2,23477,810,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,ANT119,28158.690000000002,,21849.37,1863.92,,1066.36,3379.04,2025-10-20
115,364500,21027.6,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B811,30012.190000000002,,23623.74,1863.92,,923.07,3601.46,2025-10-09
116,364500,21027.6,810,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B841,30556.08,,24084.52,1863.92,,940.91,3666.73,2025-10-11
719,405340.2,31004.55,500,BERTOLINI,Rodoviário,Manaus AM,Holambra ,SP,BO52,37967.53,9600,21824.31,2072.76,,1066.36,3404.1,2025-10-07
724,253518.72,20158.2,324,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B069 ,29988.56,,24152.62,1296.4,,940.91,3598.63,2025-10-09
725,6036.16,413.6,8,BERTOLINI,Rodoviário,Manaus AM,Carazinho,RS,B811,574.76,,461.2,30.87,,13.72,68.97,2025-10-09
721,206551.86,17918.3,333,ALIANÇA,Cabotagem,Manaus AM,Carazinho,RS,MRKU3491766,14343.47,,11042.7,206.55,978,395,1721.22,2025-10-02
